appid,review_score_desc,total_positive,total_negative
3846130,No user reviews,0,0
3846150,No user reviews,0,0
3846170,No user reviews,0,0
3846180,Positive,31,0
3846190,Mixed,40,30
3846200,No user reviews,0,0
3846210,No user reviews,0,0
3846240,Very Positive,47,8
3846270,No user reviews,0,0
3846280,Mixed,6,5
3846290,No user reviews,0,0
3846300,No user reviews,0,0
3846340,No user reviews,0,0
3846360,No user reviews,0,0
3846390,No user reviews,0,0
3846410,No user reviews,0,0
3846420,No user reviews,0,0
3846430,No user reviews,0,0
3846440,No user reviews,0,0
3846450,4 user reviews,2,2
3846470,No user reviews,0,0
3846480,No user reviews,0,0
3846520,No user reviews,0,0
3846540,No user reviews,0,0
3846570,No user reviews,0,0
3846580,No user reviews,0,0
3846620,Positive,27,6
3846630,No user reviews,0,0
3846650,Mixed,79,106
3846670,No user reviews,0,0
3846690,No user reviews,0,0
3846710,No user reviews,0,0
3846720,4 user reviews,3,1
3846730,7 user reviews,6,1
3846750,No user reviews,0,0
3846760,1 user reviews,0,1
3846780,Positive,12,1
3846790,No user reviews,0,0
3846800,7 user reviews,7,0
3846840,No user reviews,0,0
3846900,No user reviews,0,0
3846920,No user reviews,0,0
3846940,No user reviews,0,0
3846960,No user reviews,0,0
3846970,No user reviews,0,0
3847040,3 user reviews,2,1
3847070,Mostly Positive,12,4
3847090,4 user reviews,4,0
3847100,Very Positive,186,8
3847110,Mostly Positive,23,9
3847120,7 user reviews,5,2
3847150,No user reviews,0,0
3847170,No user reviews,0,0
3847180,Very Positive,54,4
3847190,8 user reviews,7,1
3847210,1 user reviews,1,0
3847230,No user reviews,0,0
3847250,1 user reviews,1,0
3847280,No user reviews,0,0
3847300,No user reviews,0,0
3847330,8 user reviews,7,1
3847350,No user reviews,0,0
3847450,No user reviews,0,0
3847480,No user reviews,0,0
3847500,No user reviews,0,0
3847530,No user reviews,0,0
3847550,No user reviews,0,0
3847610,No user reviews,0,0
3847630,No user reviews,0,0
3847650,Positive,10,0
3847670,Positive,24,0
3847690,No user reviews,0,0
3847750,4 user reviews,4,0
3847850,No user reviews,0,0
3847860,No user reviews,0,0
3847870,No user reviews,0,0
3847890,2 user reviews,0,2
3847920,No user reviews,0,0
3847950,Positive,12,0
3847960,5 user reviews,4,1
3847990,No user reviews,0,0
3848000,Positive,11,1
3848030,No user reviews,0,0
3848090,4 user reviews,4,0
3848130,No user reviews,0,0
3848150,No user reviews,0,0
3848160,No user reviews,0,0
3848170,2 user reviews,2,0
3848180,Very Positive,166,25
3848210,Positive,19,4
3848220,No user reviews,0,0
3848230,Mostly Positive,7,3
3848240,No user reviews,0,0
3848250,No user reviews,0,0
3848270,2 user reviews,2,0
3848320,No user reviews,0,0
3848340,No user reviews,0,0
3848350,No user reviews,0,0
3848360,No user reviews,0,0
3848370,No user reviews,0,0
3848390,No user reviews,0,0
3848420,No user reviews,0,0
3848430,5 user reviews,4,1
3848440,No user reviews,0,0
3848460,No user reviews,0,0
3848490,9 user reviews,7,2
3848510,Positive,27,2
3848520,No user reviews,0,0
3848530,No user reviews,0,0
3848540,No user reviews,0,0
3848560,2 user reviews,2,0
3848570,Mixed,72,35
3848580,9 user reviews,3,6
3848590,No user reviews,0,0
3848600,No user reviews,0,0
3848610,Mostly Positive,17,7
3848620,9 user reviews,8,1
3848630,No user reviews,0,0
3848640,No user reviews,0,0
3848660,Positive,14,0
3848700,No user reviews,0,0
3848730,4 user reviews,1,3
3848750,Very Positive,218,23
3848800,No user reviews,0,0
3848860,1 user reviews,1,0
3848880,No user reviews,0,0
3848900,No user reviews,0,0
3848920,No user reviews,0,0
3848960,No user reviews,0,0
3848970,No user reviews,0,0
3848990,No user reviews,0,0
3849000,No user reviews,0,0
3849010,1 user reviews,0,1
3849020,No user reviews,0,0
3849030,No user reviews,0,0
3849050,No user reviews,0,0
3849090,1 user reviews,1,0
3849190,1 user reviews,1,0
3849220,Mostly Positive,17,5
3849230,1 user reviews,0,1
3849280,No user reviews,0,0
3849320,Positive,20,0
3849330,No user reviews,0,0
3849380,Mixed,13,6
3849410,No user reviews,0,0
3849420,2 user reviews,1,1
3849430,Positive,39,7
3849480,No user reviews,0,0
3849490,9 user reviews,9,0
3849530,No user reviews,0,0
3849610,No user reviews,0,0
3849630,Mostly Positive,15,6
3849670,3 user reviews,2,1
3849690,No user reviews,0,0
3849700,Positive,13,0
3849720,No user reviews,0,0
3849740,Very Positive,79,3
3849800,No user reviews,0,0
3849930,No user reviews,0,0
3849940,7 user reviews,4,3
3849950,No user reviews,0,0
3849960,No user reviews,0,0
3850010,2 user reviews,2,0
3850030,7 user reviews,7,0
3850040,4 user reviews,3,1
3850070,No user reviews,0,0
3850090,No user reviews,0,0
3850120,No user reviews,0,0
3850130,8 user reviews,4,4
3850170,3 user reviews,3,0
3850200,No user reviews,0,0
3850220,No user reviews,0,0
3850230,No user reviews,0,0
3850280,5 user reviews,4,1
3850290,No user reviews,0,0
3850310,No user reviews,0,0
3850330,Positive,12,2
3850340,No user reviews,0,0
3850370,No user reviews,0,0
3850380,Mixed,46,21
3850410,No user reviews,0,0
3850440,No user reviews,0,0
3850470,No user reviews,0,0
3850480,Mostly Positive,16,5
3850500,No user reviews,0,0
3850510,Positive,10,0
3850520,Very Positive,101,7
3850530,No user reviews,0,0
3850550,No user reviews,0,0
3850560,Very Positive,1314,95
3850590,No user reviews,0,0
3850600,No user reviews,0,0
3850610,Very Positive,74,7
3850620,Mostly Positive,26,8
3850630,Positive,21,2
3850640,No user reviews,0,0
3850650,No user reviews,0,0
3850670,No user reviews,0,0
3850790,No user reviews,0,0
3850800,No user reviews,0,0
3850850,No user reviews,0,0
3850870,Very Positive,509,49
3850890,No user reviews,0,0
3850920,No user reviews,0,0
3850950,No user reviews,0,0
3850970,No user reviews,0,0
3850980,No user reviews,0,0
3851010,No user reviews,0,0
3851020,No user reviews,0,0
3851080,No user reviews,0,0
3851090,No user reviews,0,0
3851100,Positive,13,0
3851110,Mixed,69,32
3851150,No user reviews,0,0
3851160,No user reviews,0,0
3851170,No user reviews,0,0
3851180,No user reviews,0,0
3851220,6 user reviews,5,1
3851280,No user reviews,0,0
3851300,No user reviews,0,0
3851320,Mostly Positive,61,23
3851330,5 user reviews,3,2
3851340,1 user reviews,0,1
3851370,3 user reviews,2,1
3851410,No user reviews,0,0
3851420,Positive,14,2
3851430,Positive,11,1
3851450,No user reviews,0,0
3851460,No user reviews,0,0
3851470,4 user reviews,4,0
3851480,No user reviews,0,0
3851490,No user reviews,0,0
3851500,3 user reviews,3,0
3851540,No user reviews,0,0
3851560,2 user reviews,2,0
3851570,Very Positive,373,36
3851590,No user reviews,0,0
3851600,No user reviews,0,0
3851610,5 user reviews,3,2
3851630,4 user reviews,4,0
3851640,No user reviews,0,0
3851650,Positive,23,1
3851680,No user reviews,0,0
3851710,Positive,13,1
3851730,No user reviews,0,0
3851750,1 user reviews,1,0
3851780,Mostly Negative,4,8
3851840,1 user reviews,1,0
3851850,No user reviews,0,0
3851870,3 user reviews,3,0
3851930,1 user reviews,1,0
3851950,Mostly Positive,78,20
3851960,No user reviews,0,0
3851980,Positive,10,0
3851990,Mixed,39,18
3852000,Mostly Positive,9,3
3852020,No user reviews,0,0
3852060,Very Positive,186,18
3852130,No user reviews,0,0
3852160,No user reviews,0,0
3852180,4 user reviews,4,0
3852190,No user reviews,0,0
3852210,No user reviews,0,0
3852230,Positive,16,0
3852250,Very Positive,191,45
3852260,No user reviews,0,0
3852280,No user reviews,0,0
3852320,No user reviews,0,0
3852330,1 user reviews,1,0
3852340,Very Positive,60,13
3852370,5 user reviews,4,1
3852380,No user reviews,0,0
3852400,No user reviews,0,0
3852410,5 user reviews,5,0
3852460,Very Positive,272,19
3852490,3 user reviews,2,1
3852520,Very Positive,75,11
3852580,Positive,47,1
3852600,No user reviews,0,0
3852610,No user reviews,0,0
3852650,No user reviews,0,0
3852690,No user reviews,0,0
3852740,Positive,18,4
3852760,No user reviews,0,0
3852770,2 user reviews,1,1
3852790,No user reviews,0,0
3852810,Positive,29,0
3852830,No user reviews,0,0
3852860,No user reviews,0,0
3852870,No user reviews,0,0
3852890,No user reviews,0,0
3852900,No user reviews,0,0
3852910,No user reviews,0,0
3852920,No user reviews,0,0
3852930,3 user reviews,1,2
3852940,No user reviews,0,0
3853000,No user reviews,0,0
3853020,6 user reviews,6,0
3853070,Positive,8,2
3853110,No user reviews,0,0
3853120,Positive,34,6
3853130,2 user reviews,1,1
3853150,No user reviews,0,0
3853160,No user reviews,0,0
3853180,No user reviews,0,0
3853190,No user reviews,0,0
3853200,No user reviews,0,0
3853220,No user reviews,0,0
3853230,No user reviews,0,0
3853240,No user reviews,0,0
3853250,No user reviews,0,0
3853260,No user reviews,0,0
3853280,No user reviews,0,0
3853310,No user reviews,0,0
3853330,Positive,23,4
3853340,No user reviews,0,0
3853350,3 user reviews,3,0
3853380,No user reviews,0,0
3853400,3 user reviews,2,1
3853410,No user reviews,0,0
3853470,3 user reviews,1,2
3853500,8 user reviews,7,1
3853550,1 user reviews,1,0
3853570,No user reviews,0,0
3853640,6 user reviews,5,1
3853660,Positive,10,2
3853670,No user reviews,0,0
3853690,No user reviews,0,0
3853700,No user reviews,0,0
3853710,3 user reviews,3,0
3853730,No user reviews,0,0
3853760,No user reviews,0,0
3853780,4 user reviews,4,0
3853830,1 user reviews,1,0
3853860,No user reviews,0,0
3853870,No user reviews,0,0
3853910,Mostly Positive,33,10
3853960,4 user reviews,3,1
3853970,Positive,20,3
3853980,No user reviews,0,0
3854000,No user reviews,0,0
3854010,No user reviews,0,0
3854020,Mostly Positive,61,21
3854040,Mixed,14,8
3854050,Mixed,12,15
3854060,Very Positive,55,9
3854080,No user reviews,0,0
3854090,4 user reviews,4,0
3854110,Positive,22,0
3854120,Positive,38,3
3854150,Mostly Positive,18,7
3854170,5 user reviews,4,1
3854180,No user reviews,0,0
3854190,No user reviews,0,0
3854200,Very Positive,102,8
3854220,No user reviews,0,0
3854230,No user reviews,0,0
3854270,Positive,21,0
3854300,No user reviews,0,0
3854310,2 user reviews,1,1
3854330,Very Positive,365,17
3854340,7 user reviews,6,1
3854380,No user reviews,0,0
3854390,No user reviews,0,0
3854410,Mixed,36,20
3854420,No user reviews,0,0
3854430,Mostly Positive,8,3
3854460,No user reviews,0,0
3854470,1 user reviews,1,0
3854490,8 user reviews,8,0
3854510,No user reviews,0,0
3854520,Very Positive,98,6
3854540,Positive,28,1
3854550,No user reviews,0,0
3854560,No user reviews,0,0
3854580,Positive,30,3
3854590,3 user reviews,3,0
3854600,Mixed,9,5
3854620,1 user reviews,1,0
3854650,1 user reviews,1,0
3854660,9 user reviews,3,6
3854680,No user reviews,0,0
3854710,No user reviews,0,0
3854720,No user reviews,0,0
3854730,No user reviews,0,0
3854760,6 user reviews,6,0
3854780,Positive,18,0
3854800,No user reviews,0,0
3854840,No user reviews,0,0
3854860,No user reviews,0,0
3854870,Very Positive,162,14
3854880,Mostly Positive,35,9
3854890,Positive,13,1
3854930,Mostly Positive,18,6
3854940,Positive,23,3
3854950,No user reviews,0,0
3854960,7 user reviews,7,0
3854990,3 user reviews,3,0
3855000,No user reviews,0,0
3855020,9 user reviews,7,2
3855030,No user reviews,0,0
3855040,No user reviews,0,0
3855060,No user reviews,0,0
3855090,No user reviews,0,0
3855110,No user reviews,0,0
3855140,4 user reviews,3,1
3855180,No user reviews,0,0
3855190,7 user reviews,7,0
3855200,No user reviews,0,0
3855280,1 user reviews,1,0
3855320,No user reviews,0,0
3855380,Positive,17,1
3855480,No user reviews,0,0
3855510,5 user reviews,5,0
3855520,Positive,13,3
3855530,No user reviews,0,0
3855540,Overwhelmingly Positive,4233,101
3855550,No user reviews,0,0
3855560,No user reviews,0,0
3855570,No user reviews,0,0
3855600,No user reviews,0,0
3855620,9 user reviews,8,1
3855640,No user reviews,0,0
3855650,No user reviews,0,0
3855660,No user reviews,0,0
3855690,Positive,34,4
3855710,2 user reviews,1,1
3855740,No user reviews,0,0
3855760,6 user reviews,6,0
3855770,No user reviews,0,0
3855810,No user reviews,0,0
3855840,2 user reviews,1,1
3855850,No user reviews,0,0
3855870,No user reviews,0,0
3855940,No user reviews,0,0
3855970,Positive,34,3
3855990,Mixed,12,6
3856010,No user reviews,0,0
3856030,No user reviews,0,0
3856040,Mostly Negative,106,313
3856050,Mixed,12,11
3856060,Positive,20,1
3856090,No user reviews,0,0
3856100,Positive,13,1
3856120,Positive,36,0
3856150,Positive,18,2
3856180,No user reviews,0,0
3856190,3 user reviews,1,2
3856210,Positive,38,0
3856240,No user reviews,0,0
3856250,No user reviews,0,0
3856280,Very Positive,413,82
3856300,No user reviews,0,0
3856320,Mixed,10,7
3856340,No user reviews,0,0
3856360,No user reviews,0,0
3856380,No user reviews,0,0
3856400,No user reviews,0,0
3856460,Overwhelmingly Positive,577,19
3856480,No user reviews,0,0
3856500,No user reviews,0,0
3856530,No user reviews,0,0
3856540,1 user reviews,1,0
3856550,No user reviews,0,0
3856580,No user reviews,0,0
3856590,No user reviews,0,0
3856650,1 user reviews,1,0
3856660,2 user reviews,2,0
3856670,7 user reviews,5,2
3856690,Mixed,5,5
3856700,4 user reviews,4,0
3856750,No user reviews,0,0
3856780,No user reviews,0,0
3856830,No user reviews,0,0
3856860,2 user reviews,1,1
3856900,No user reviews,0,0
3856920,No user reviews,0,0
3856940,No user reviews,0,0
3856950,No user reviews,0,0
3856960,No user reviews,0,0
3856990,No user reviews,0,0
3857070,Mostly Positive,34,13
3857080,No user reviews,0,0
3857100,No user reviews,0,0
3857110,No user reviews,0,0
3857120,Mixed,8,12
3857150,No user reviews,0,0
3857170,1 user reviews,0,1
3857180,3 user reviews,3,0
3857190,3 user reviews,3,0
3857230,No user reviews,0,0
3857250,No user reviews,0,0
3857270,No user reviews,0,0
3857290,1 user reviews,1,0
3857370,No user reviews,0,0
3857380,4 user reviews,4,0
3857410,6 user reviews,6,0
3857420,Very Positive,89,17
3857430,Very Positive,47,10
3857460,1 user reviews,1,0
3857590,Very Positive,220,9
3857650,No user reviews,0,0
3857680,No user reviews,0,0
3857700,2 user reviews,1,1
3857740,Mixed,16,11
3857750,No user reviews,0,0
3857770,Very Positive,115,24
3857790,No user reviews,0,0
3857800,No user reviews,0,0
3857810,No user reviews,0,0
3857830,Mixed,12,9
3857870,9 user reviews,8,1
3857880,Positive,12,0
3857900,5 user reviews,4,1
3857950,Mostly Positive,62,22
3857970,3 user reviews,3,0
3857980,Mostly Positive,16,5
3858040,No user reviews,0,0
3858110,No user reviews,0,0
3858120,No user reviews,0,0
3858130,6 user reviews,3,3
3858140,Positive,12,0
3858150,Mixed,5,6
3858180,No user reviews,0,0
3858230,6 user reviews,5,1
3858240,No user reviews,0,0
3858260,No user reviews,0,0
3858270,1 user reviews,1,0
3858330,No user reviews,0,0
3858370,Very Positive,84,8
3858400,1 user reviews,1,0
3858410,2 user reviews,1,1
3858440,No user reviews,0,0
3858480,No user reviews,0,0
3858510,Positive,13,1
3858540,No user reviews,0,0
3858550,No user reviews,0,0
3858560,Positive,8,2
3858570,Mixed,7,4
3858580,No user reviews,0,0
3858620,1 user reviews,0,1
3858650,Very Positive,271,19
3858810,No user reviews,0,0
3858850,Very Positive,69,4
3858860,No user reviews,0,0
3858890,2 user reviews,2,0
3858940,No user reviews,0,0
3858960,No user reviews,0,0
3858990,Very Positive,169,21
3859020,No user reviews,0,0
3859030,2 user reviews,2,0
3859040,No user reviews,0,0
3859060,No user reviews,0,0
3859070,No user reviews,0,0
3859080,7 user reviews,7,0
3859090,Positive,22,1
3859100,6 user reviews,3,3
3859120,No user reviews,0,0
3859130,No user reviews,0,0
3859180,No user reviews,0,0
3859210,No user reviews,0,0
3859220,No user reviews,0,0
3859230,No user reviews,0,0
3859270,No user reviews,0,0
3859300,Positive,23,2
3859310,No user reviews,0,0
3859320,No user reviews,0,0
3859340,5 user reviews,2,3
3859350,5 user reviews,5,0
3859420,6 user reviews,6,0
3859430,No user reviews,0,0
3859490,No user reviews,0,0
3859520,2 user reviews,2,0
3859560,No user reviews,0,0
3859570,1 user reviews,1,0
3859590,4 user reviews,3,1
3859630,No user reviews,0,0
3859670,No user reviews,0,0
3859690,No user reviews,0,0
3859700,Positive,29,1
3859720,No user reviews,0,0
3859730,No user reviews,0,0
3859740,Positive,10,0
3859750,Positive,43,3
3859770,1 user reviews,1,0
3859850,No user reviews,0,0
3859880,No user reviews,0,0
3859900,2 user reviews,2,0
3859910,6 user reviews,4,2
3859940,Positive,9,1
3859950,1 user reviews,1,0
3860000,7 user reviews,5,2
3860020,2 user reviews,2,0
3860040,5 user reviews,4,1
3860050,2 user reviews,0,2
3860080,Mostly Positive,21,7
3860090,Positive,24,2
3860100,Very Positive,169,40
3860120,No user reviews,0,0
3860190,9 user reviews,5,4
3860200,Mixed,5,6
3860210,2 user reviews,2,0
3860230,Very Positive,95,7
3860250,No user reviews,0,0
3860310,No user reviews,0,0
3860330,6 user reviews,6,0
3860340,No user reviews,0,0
3860380,No user reviews,0,0
3860390,No user reviews,0,0
3860410,4 user reviews,2,2
3860430,Positive,17,2
3860440,Positive,16,0
3860450,No user reviews,0,0
3860490,No user reviews,0,0
3860530,2 user reviews,2,0
3860590,Very Positive,184,6
3860610,No user reviews,0,0
3860640,No user reviews,0,0
3860650,3 user reviews,1,2
3860680,No user reviews,0,0
3860690,No user reviews,0,0
3860730,8 user reviews,5,3
3860750,No user reviews,0,0
3860760,No user reviews,0,0
3860780,9 user reviews,6,3
3860790,4 user reviews,4,0
3860800,7 user reviews,6,1
3860830,No user reviews,0,0
3860890,No user reviews,0,0
3860920,Very Positive,171,24
3860950,No user reviews,0,0
3860970,No user reviews,0,0
3861010,Very Positive,45,6
3861020,No user reviews,0,0
3861030,3 user reviews,3,0
3861060,8 user reviews,8,0
3861080,No user reviews,0,0
3861120,Mostly Positive,192,52
3861140,Positive,12,0
3861150,Mixed,6,8
3861170,No user reviews,0,0
3861180,No user reviews,0,0
3861190,No user reviews,0,0
3861220,No user reviews,0,0
3861230,No user reviews,0,0
3861280,Very Positive,996,81
3861290,Very Positive,49,8
3861330,1 user reviews,1,0
3861410,No user reviews,0,0
3861430,Very Positive,556,42
3861440,No user reviews,0,0
3861450,6 user reviews,6,0
3861460,No user reviews,0,0
3861490,No user reviews,0,0
3861500,2 user reviews,2,0
3861510,No user reviews,0,0
3861520,8 user reviews,3,5
3861560,3 user reviews,3,0
3861590,Mostly Positive,13,4
3861600,Very Positive,94,6
3861610,4 user reviews,4,0
3861670,No user reviews,0,0
3861680,No user reviews,0,0
3861700,5 user reviews,3,2
3861710,No user reviews,0,0
3861720,3 user reviews,3,0
3861740,No user reviews,0,0
3861750,No user reviews,0,0
3861770,Positive,17,2
3861800,Positive,11,0
3861820,2 user reviews,2,0
3861840,No user reviews,0,0
3861870,No user reviews,0,0
3861880,No user reviews,0,0
3861890,No user reviews,0,0
3861910,No user reviews,0,0
3861920,No user reviews,0,0
3861930,5 user reviews,4,1
3861980,3 user reviews,3,0
3862000,1 user reviews,1,0
3862060,2 user reviews,2,0
3862070,Positive,28,2
